date,time,crime_type,city,state,location_description,victim_age,victim_gender,victim_race,year,month,day,dia_sem,hora,franja_horaria,month_name,solo_calle
2021-12-18,07:54:38,Robbery,Houston,TX,2564 Main St,35,Male,Asian,2021,12,18,sábado,7,mañana,diciembre,Main St
2024-01-08,04:41:39,Domestic Violence,Dallas,TX,8972 Oak St,52,Non-binary,White,2024,1,8,lunes,4,madrugada,enero,Oak St
2024-03-03,15:44:59,Assault,Philadelphia,PA,6800 Main St,62,Other,Hispanic,2024,3,3,domingo,15,tarde,marzo,Main St
2023-12-04,01:34:55,Robbery,San Antonio,TX,4136 Oak St,19,Non-binary,White,2023,12,4,lunes,1,madrugada,diciembre,Oak St
2022-02-08,13:38:53,Domestic Violence,San Antonio,TX,3064 Broadway,22,Non-binary,Hispanic,2022,2,8,martes,13,tarde,febrero,Broadway
2025-03-07,22:16:58,Robbery,New York,NY,4745 Oak St,46,Female,Asian,2025,3,7,viernes,22,noche,marzo,Oak St
2021-03-11,22:49:07,Homicide,San Jose,CA,4695 Elm St,22,Male,Hispanic,2021,3,11,jueves,22,noche,marzo,Elm St
2022-01-09,15:28:14,Vandalism,San Jose,CA,3256 Pine St,79,Female,Other,2022,1,9,domingo,15,tarde,enero,Pine St
2024-10-27,08:18:43,Vandalism,New York,NY,5268 Main St,74,Female,Asian,2024,10,27,domingo,8,mañana,octubre,Main St
2020-12-22,00:00:51,Robbery,New York,NY,9006 Maple Ave,89,Non-binary,Black,2020,12,22,martes,0,madrugada,diciembre,Maple Ave
2022-04-27,11:19:05,Assault,Los Angeles,CA,5742 Oak St,84,Male,Black,2022,4,27,miércoles,11,mañana,abril,Oak St
2023-02-06,01:42:26,Domestic Violence,Houston,TX,474 Main St,47,Non-binary,Other,2023,2,6,lunes,1,madrugada,febrero,Main St
2024-09-25,05:53:13,Domestic Violence,San Jose,CA,2406 Maple Ave,50,Female,White,2024,9,25,miércoles,5,madrugada,septiembre,Maple Ave
2021-10-13,15:33:33,Burglary,Philadelphia,PA,2638 Pine St,19,Other,Black,2021,10,13,miércoles,15,tarde,octubre,Pine St
2020-12-19,04:41:50,Arson,Los Angeles,CA,9586 Elm St,63,Other,Other,2020,12,19,sábado,4,madrugada,diciembre,Elm St
2022-07-05,09:37:07,Homicide,Philadelphia,PA,4853 Broadway,77,Non-binary,Hispanic,2022,7,5,martes,9,mañana,julio,Broadway
2024-02-24,17:55:50,Assault,Dallas,TX,2390 Oak St,15,Female,Black,2024,2,24,sábado,17,tarde,febrero,Oak St
2021-12-29,00:30:10,Arson,Los Angeles,CA,9040 Pine St,18,Other,Black,2021,12,29,miércoles,0,madrugada,diciembre,Pine St
2022-10-04,12:31:50,Drug Offense,Houston,TX,9814 Maple Ave,41,Other,Hispanic,2022,10,4,martes,12,tarde,octubre,Maple Ave
2022-11-30,10:45:33,Arson,Dallas,TX,7997 Main St,76,Other,Black,2022,11,30,miércoles,10,mañana,noviembre,Main St
2025-03-28,23:06:19,Burglary,Los Angeles,CA,2313 Maple Ave,70,Other,Black,2025,3,28,viernes,23,noche,marzo,Maple Ave
2021-02-14,07:57:11,Arson,New York,NY,8435 Main St,70,Male,Asian,2021,2,14,domingo,7,mañana,febrero,Main St
2021-10-25,20:43:58,Vandalism,New York,NY,8377 Main St,55,Female,Asian,2021,10,25,lunes,20,noche,octubre,Main St
2022-06-16,00:02:44,Vandalism,San Jose,CA,7698 Broadway,46,Other,Black,2022,6,16,jueves,0,madrugada,junio,Broadway
2024-07-12,11:20:33,Burglary,San Diego,CA,7456 Elm St,33,Non-binary,Black,2024,7,12,viernes,11,mañana,julio,Elm St
2022-03-10,10:46:20,Drug Offense,San Antonio,TX,1965 Maple Ave,61,Male,Other,2022,3,10,jueves,10,mañana,marzo,Maple Ave
2021-02-05,13:52:38,Robbery,Phoenix,AZ,9085 Pine St,14,Other,Black,2021,2,5,viernes,13,tarde,febrero,Pine St
2023-02-10,03:41:50,Fraud,Chicago,IL,6822 Pine St,74,Non-binary,White,2023,2,10,viernes,3,madrugada,febrero,Pine St
2023-09-22,23:20:39,Assault,Dallas,TX,1410 Broadway,70,Male,Hispanic,2023,9,22,viernes,23,noche,septiembre,Broadway
2021-07-10,04:34:26,Fraud,Chicago,IL,5398 Oak St,28,Male,Other,2021,7,10,sábado,4,madrugada,julio,Oak St
2023-01-18,06:22:49,Homicide,Philadelphia,PA,1529 Maple Ave,28,Other,Other,2023,1,18,miércoles,6,mañana,enero,Maple Ave
2022-04-04,18:24:09,Burglary,Philadelphia,PA,3216 Elm St,77,Female,White,2022,4,4,lunes,18,noche,abril,Elm St
2024-09-13,07:20:35,Homicide,Houston,TX,554 Main St,30,Other,Other,2024,9,13,viernes,7,mañana,septiembre,Main St
2020-12-02,21:59:17,Fraud,Phoenix,AZ,2085 Pine St,30,Other,White,2020,12,2,miércoles,21,noche,diciembre,Pine St
2022-10-26,00:48:41,Arson,Houston,TX,480 Broadway,64,Other,Hispanic,2022,10,26,miércoles,0,madrugada,octubre,Broadway
2020-09-26,22:21:42,Homicide,San Antonio,TX,2515 Elm St,55,Male,Asian,2020,9,26,sábado,22,noche,septiembre,Elm St
2025-05-20,23:43:34,Domestic Violence,San Antonio,TX,7578 Elm St,52,Male,Hispanic,2025,5,20,martes,23,noche,mayo,Elm St
2020-08-10,06:47:44,Fraud,Philadelphia,PA,2126 Oak St,83,Male,Hispanic,2020,8,10,lunes,6,mañana,agosto,Oak St
2023-08-21,01:55:38,Vandalism,Chicago,IL,7594 Broadway,31,Other,Asian,2023,8,21,lunes,1,madrugada,agosto,Broadway
2021-01-30,17:44:52,Theft,San Diego,CA,19 Maple Ave,70,Non-binary,Other,2021,1,30,sábado,17,tarde,enero,Maple Ave
2025-01-13,04:58:38,Assault,Los Angeles,CA,5881 Oak St,21,Female,Hispanic,2025,1,13,lunes,4,madrugada,enero,Oak St
2024-04-03,22:18:08,Domestic Violence,Los Angeles,CA,7745 Broadway,21,Female,Hispanic,2024,4,3,miércoles,22,noche,abril,Broadway
2020-12-06,21:12:55,Domestic Violence,Los Angeles,CA,9037 Broadway,68,Other,White,2020,12,6,domingo,21,noche,diciembre,Broadway
2024-11-29,18:41:29,Homicide,Dallas,TX,2328 Main St,13,Male,Hispanic,2024,11,29,viernes,18,noche,noviembre,Main St
2024-09-12,05:14:30,Domestic Violence,Chicago,IL,4898 Oak St,82,Female,Other,2024,9,12,jueves,5,madrugada,septiembre,Oak St
2023-08-31,03:53:37,Domestic Violence,San Antonio,TX,8544 Oak St,13,Male,Black,2023,8,31,jueves,3,madrugada,agosto,Oak St
2022-12-17,12:23:18,Homicide,Los Angeles,CA,1258 Oak St,73,Female,Black,2022,12,17,sábado,12,tarde,diciembre,Oak St
2021-07-11,09:46:50,Vandalism,Los Angeles,CA,779 Pine St,90,Other,Other,2021,7,11,domingo,9,mañana,julio,Pine St
2020-09-17,12:48:25,Fraud,San Jose,CA,5373 Broadway,77,Non-binary,Hispanic,2020,9,17,jueves,12,tarde,septiembre,Broadway
2024-05-09,21:09:21,Domestic Violence,San Jose,CA,4786 Oak St,80,Non-binary,Hispanic,2024,5,9,jueves,21,noche,mayo,Oak St
2020-08-01,15:36:57,Vandalism,Los Angeles,CA,5798 Oak St,34,Male,Hispanic,2020,8,1,sábado,15,tarde,agosto,Oak St
2023-03-26,08:58:30,Robbery,Phoenix,AZ,9651 Main St,82,Other,White,2023,3,26,domingo,8,mañana,marzo,Main St
2022-01-01,07:13:08,Theft,Chicago,IL,7099 Pine St,87,Other,Other,2022,1,1,sábado,7,mañana,enero,Pine St
2021-08-01,18:24:37,Fraud,Philadelphia,PA,4973 Elm St,90,Female,Other,2021,8,1,domingo,18,noche,agosto,Elm St
2023-05-10,10:06:19,Theft,Chicago,IL,6646 Pine St,41,Male,Hispanic,2023,5,10,miércoles,10,mañana,mayo,Pine St
2022-01-22,19:31:10,Assault,Phoenix,AZ,161 Pine St,12,Male,Asian,2022,1,22,sábado,19,noche,enero,Pine St
2024-07-14,00:13:09,Theft,Philadelphia,PA,9221 Maple Ave,77,Non-binary,White,2024,7,14,domingo,0,madrugada,julio,Maple Ave
2024-10-24,03:50:44,Robbery,Chicago,IL,6925 Pine St,73,Male,White,2024,10,24,jueves,3,madrugada,octubre,Pine St
2022-11-07,09:45:43,Homicide,Houston,TX,5766 Broadway,72,Other,Asian,2022,11,7,lunes,9,mañana,noviembre,Broadway
2021-03-28,05:15:08,Drug Offense,Houston,TX,6831 Oak St,54,Non-binary,White,2021,3,28,domingo,5,madrugada,marzo,Oak St
2021-07-18,13:34:45,Burglary,Philadelphia,PA,8611 Elm St,20,Non-binary,Asian,2021,7,18,domingo,13,tarde,julio,Elm St
2025-06-11,23:54:00,Robbery,Philadelphia,PA,5201 Elm St,12,Female,White,2025,6,11,miércoles,23,noche,junio,Elm St
2021-06-07,14:02:56,Homicide,Houston,TX,3614 Pine St,15,Female,Black,2021,6,7,lunes,14,tarde,junio,Pine St
2021-03-07,17:49:27,Robbery,San Jose,CA,6946 Main St,47,Other,Asian,2021,3,7,domingo,17,tarde,marzo,Main St
2025-06-27,01:47:02,Burglary,San Diego,CA,1595 Oak St,38,Other,White,2025,6,27,viernes,1,madrugada,junio,Oak St
2022-10-23,21:44:04,Burglary,Phoenix,AZ,8119 Maple Ave,57,Male,Other,2022,10,23,domingo,21,noche,octubre,Maple Ave
2022-03-23,04:21:45,Robbery,San Diego,CA,8420 Oak St,44,Male,Black,2022,3,23,miércoles,4,madrugada,marzo,Oak St
2020-08-29,01:24:14,Theft,Houston,TX,1065 Oak St,46,Male,Asian,2020,8,29,sábado,1,madrugada,agosto,Oak St
2024-02-22,12:03:58,Vandalism,Phoenix,AZ,4602 Main St,23,Non-binary,Black,2024,2,22,jueves,12,tarde,febrero,Main St
2022-09-22,08:04:51,Burglary,Philadelphia,PA,8033 Maple Ave,85,Male,Other,2022,9,22,jueves,8,mañana,septiembre,Maple Ave
2024-11-20,14:11:12,Burglary,New York,NY,7945 Main St,24,Non-binary,Other,2024,11,20,miércoles,14,tarde,noviembre,Main St
2022-12-18,10:05:40,Assault,Phoenix,AZ,8802 Maple Ave,25,Other,Hispanic,2022,12,18,domingo,10,mañana,diciembre,Maple Ave
2022-08-05,21:24:16,Assault,San Diego,CA,4907 Pine St,89,Non-binary,Asian,2022,8,5,viernes,21,noche,agosto,Pine St
2021-08-15,22:38:36,Domestic Violence,San Diego,CA,8560 Maple Ave,84,Non-binary,Asian,2021,8,15,domingo,22,noche,agosto,Maple Ave
2020-11-29,01:44:16,Drug Offense,Dallas,TX,202 Broadway,45,Non-binary,Hispanic,2020,11,29,domingo,1,madrugada,noviembre,Broadway
2022-03-09,19:36:09,Robbery,Dallas,TX,5922 Broadway,49,Non-binary,Hispanic,2022,3,9,miércoles,19,noche,marzo,Broadway
2021-06-27,03:04:38,Burglary,New York,NY,5326 Pine St,52,Female,Black,2021,6,27,domingo,3,madrugada,junio,Pine St
2024-07-21,03:50:01,Drug Offense,San Antonio,TX,47 Elm St,74,Other,Black,2024,7,21,domingo,3,madrugada,julio,Elm St
2022-06-20,15:55:08,Drug Offense,San Diego,CA,5427 Oak St,30,Male,Other,2022,6,20,lunes,15,tarde,junio,Oak St
2020-11-24,08:15:51,Drug Offense,San Antonio,TX,515 Maple Ave,67,Male,Black,2020,11,24,martes,8,mañana,noviembre,Maple Ave
2025-06-22,05:08:07,Domestic Violence,Houston,TX,199 Elm St,52,Male,White,2025,6,22,domingo,5,madrugada,junio,Elm St
2022-09-12,16:21:02,Drug Offense,New York,NY,6777 Main St,18,Female,Other,2022,9,12,lunes,16,tarde,septiembre,Main St
2020-12-14,20:41:56,Burglary,San Jose,CA,2494 Oak St,47,Male,White,2020,12,14,lunes,20,noche,diciembre,Oak St
2024-02-21,14:49:35,Vandalism,San Antonio,TX,6344 Elm St,83,Male,Black,2024,2,21,miércoles,14,tarde,febrero,Elm St
2023-02-03,01:55:12,Homicide,Philadelphia,PA,5710 Oak St,22,Non-binary,Other,2023,2,3,viernes,1,madrugada,febrero,Oak St
2024-01-06,10:11:31,Vandalism,Dallas,TX,743 Broadway,51,Other,Asian,2024,1,6,sábado,10,mañana,enero,Broadway
2022-10-13,16:52:34,Vandalism,San Antonio,TX,2418 Maple Ave,89,Female,White,2022,10,13,jueves,16,tarde,octubre,Maple Ave
2024-11-13,13:34:46,Assault,Houston,TX,2642 Broadway,28,Male,Black,2024,11,13,miércoles,13,tarde,noviembre,Broadway
2022-09-01,15:32:33,Burglary,Chicago,IL,6497 Oak St,14,Non-binary,Asian,2022,9,1,jueves,15,tarde,septiembre,Oak St
2021-08-10,06:07:46,Robbery,Chicago,IL,9039 Main St,75,Male,Asian,2021,8,10,martes,6,mañana,agosto,Main St
2022-07-04,02:35:39,Robbery,Los Angeles,CA,1656 Elm St,53,Other,Hispanic,2022,7,4,lunes,2,madrugada,julio,Elm St
2023-12-11,14:03:18,Vandalism,San Diego,CA,7236 Broadway,86,Non-binary,Black,2023,12,11,lunes,14,tarde,diciembre,Broadway
2023-05-17,06:07:08,Assault,Los Angeles,CA,55 Main St,74,Female,Black,2023,5,17,miércoles,6,mañana,mayo,Main St
2022-02-13,02:55:57,Robbery,Los Angeles,CA,9320 Elm St,67,Male,Hispanic,2022,2,13,domingo,2,madrugada,febrero,Elm St
2021-02-03,13:38:03,Burglary,Los Angeles,CA,5284 Pine St,80,Male,White,2021,2,3,miércoles,13,tarde,febrero,Pine St
2023-01-15,11:35:14,Domestic Violence,San Antonio,TX,9278 Broadway,59,Non-binary,Black,2023,1,15,domingo,11,mañana,enero,Broadway
2023-03-22,00:00:33,Vandalism,New York,NY,9901 Broadway,88,Non-binary,Asian,2023,3,22,miércoles,0,madrugada,marzo,Broadway
2024-09-11,23:25:58,Homicide,San Antonio,TX,9426 Broadway,49,Other,Asian,2024,9,11,miércoles,23,noche,septiembre,Broadway
2023-03-28,03:44:55,Robbery,Dallas,TX,5576 Broadway,30,Non-binary,Hispanic,2023,3,28,martes,3,madrugada,marzo,Broadway
2023-10-20,03:17:54,Assault,San Jose,CA,5842 Broadway,86,Female,Asian,2023,10,20,viernes,3,madrugada,octubre,Broadway
2021-01-20,04:22:39,Vandalism,Chicago,IL,6857 Main St,70,Other,Other,2021,1,20,miércoles,4,madrugada,enero,Main St
2025-07-01,10:00:50,Arson,San Jose,CA,6126 Elm St,26,Male,Black,2025,7,1,martes,10,mañana,julio,Elm St
2022-01-04,17:16:21,Drug Offense,Dallas,TX,4027 Main St,19,Male,Other,2022,1,4,martes,17,tarde,enero,Main St
2021-01-13,17:47:35,Fraud,San Antonio,TX,2313 Maple Ave,31,Female,Other,2021,1,13,miércoles,17,tarde,enero,Maple Ave
2024-10-30,14:21:42,Fraud,New York,NY,7401 Main St,74,Other,Hispanic,2024,10,30,miércoles,14,tarde,octubre,Main St
2021-10-05,13:41:45,Domestic Violence,San Jose,CA,6596 Broadway,40,Female,Other,2021,10,5,martes,13,tarde,octubre,Broadway
2022-07-13,16:34:56,Assault,Houston,TX,578 Main St,81,Non-binary,Black,2022,7,13,miércoles,16,tarde,julio,Main St
2024-05-11,11:17:04,Assault,Chicago,IL,5390 Pine St,74,Male,Hispanic,2024,5,11,sábado,11,mañana,mayo,Pine St
2023-11-24,17:30:48,Theft,Chicago,IL,5909 Main St,69,Other,Other,2023,11,24,viernes,17,tarde,noviembre,Main St
2024-10-11,14:56:58,Homicide,Phoenix,AZ,8752 Pine St,89,Non-binary,Hispanic,2024,10,11,viernes,14,tarde,octubre,Pine St
2022-11-11,12:38:05,Vandalism,Los Angeles,CA,4383 Oak St,79,Other,Other,2022,11,11,viernes,12,tarde,noviembre,Oak St
2021-08-15,02:53:52,Theft,Los Angeles,CA,8601 Pine St,24,Non-binary,Hispanic,2021,8,15,domingo,2,madrugada,agosto,Pine St
2022-12-09,16:22:52,Fraud,Los Angeles,CA,3884 Pine St,81,Non-binary,Black,2022,12,9,viernes,16,tarde,diciembre,Pine St
2020-12-17,19:50:08,Burglary,Houston,TX,3387 Main St,54,Non-binary,White,2020,12,17,jueves,19,noche,diciembre,Main St
2024-07-07,11:24:56,Domestic Violence,San Diego,CA,5695 Pine St,87,Male,Asian,2024,7,7,domingo,11,mañana,julio,Pine St
2022-07-01,01:12:07,Robbery,Philadelphia,PA,399 Main St,43,Male,Other,2022,7,1,viernes,1,madrugada,julio,Main St
2021-04-30,18:09:47,Arson,Dallas,TX,8709 Maple Ave,25,Male,White,2021,4,30,viernes,18,noche,abril,Maple Ave
2022-09-17,05:43:40,Robbery,San Jose,CA,7583 Pine St,22,Female,Asian,2022,9,17,sábado,5,madrugada,septiembre,Pine St
2025-07-07,08:50:39,Vandalism,Phoenix,AZ,1448 Oak St,51,Female,Hispanic,2025,7,7,lunes,8,mañana,julio,Oak St
2021-12-17,10:05:42,Homicide,Houston,TX,5118 Broadway,14,Female,Other,2021,12,17,viernes,10,mañana,diciembre,Broadway
2022-01-05,02:38:24,Robbery,Dallas,TX,3824 Maple Ave,69,Female,Asian,2022,1,5,miércoles,2,madrugada,enero,Maple Ave
2025-07-06,22:15:23,Fraud,Los Angeles,CA,3588 Oak St,82,Female,Asian,2025,7,6,domingo,22,noche,julio,Oak St
2025-06-06,17:31:24,Domestic Violence,Los Angeles,CA,7853 Oak St,34,Male,Asian,2025,6,6,viernes,17,tarde,junio,Oak St
2021-10-24,22:46:20,Assault,Phoenix,AZ,6143 Pine St,40,Non-binary,Asian,2021,10,24,domingo,22,noche,octubre,Pine St
2024-10-14,12:07:28,Theft,Dallas,TX,6327 Maple Ave,67,Other,Hispanic,2024,10,14,lunes,12,tarde,octubre,Maple Ave
2021-12-04,15:54:26,Theft,Los Angeles,CA,4899 Pine St,50,Male,Other,2021,12,4,sábado,15,tarde,diciembre,Pine St
2025-07-11,09:39:20,Vandalism,San Diego,CA,9495 Maple Ave,76,Male,White,2025,7,11,viernes,9,mañana,julio,Maple Ave
2023-11-08,22:07:11,Homicide,Phoenix,AZ,9321 Pine St,23,Male,Hispanic,2023,11,8,miércoles,22,noche,noviembre,Pine St
2022-01-03,01:03:02,Robbery,Chicago,IL,4888 Oak St,56,Male,White,2022,1,3,lunes,1,madrugada,enero,Oak St
2022-02-19,07:51:04,Burglary,Phoenix,AZ,4056 Elm St,69,Female,Black,2022,2,19,sábado,7,mañana,febrero,Elm St
2023-10-03,00:19:18,Robbery,Houston,TX,9854 Maple Ave,19,Other,Asian,2023,10,3,martes,0,madrugada,octubre,Maple Ave
2021-04-27,17:45:04,Theft,Chicago,IL,9992 Elm St,50,Other,Asian,2021,4,27,martes,17,tarde,abril,Elm St
2022-05-30,19:08:48,Vandalism,San Jose,CA,5884 Maple Ave,34,Male,Hispanic,2022,5,30,lunes,19,noche,mayo,Maple Ave
2023-05-17,19:44:08,Drug Offense,San Diego,CA,2202 Main St,23,Non-binary,Other,2023,5,17,miércoles,19,noche,mayo,Main St
2023-09-13,13:17:28,Burglary,Phoenix,AZ,7950 Pine St,77,Male,White,2023,9,13,miércoles,13,tarde,septiembre,Pine St
2022-05-20,16:29:38,Assault,San Diego,CA,5137 Maple Ave,40,Other,Hispanic,2022,5,20,viernes,16,tarde,mayo,Maple Ave
2020-11-17,21:35:20,Theft,San Diego,CA,8280 Oak St,66,Other,Asian,2020,11,17,martes,21,noche,noviembre,Oak St
2020-12-05,11:47:45,Fraud,Phoenix,AZ,5300 Main St,19,Female,Other,2020,12,5,sábado,11,mañana,diciembre,Main St
2022-03-21,18:14:26,Robbery,Los Angeles,CA,630 Broadway,63,Other,White,2022,3,21,lunes,18,noche,marzo,Broadway
2021-09-20,06:39:40,Theft,Phoenix,AZ,7939 Main St,21,Other,White,2021,9,20,lunes,6,mañana,septiembre,Main St
2020-11-10,02:30:25,Homicide,Philadelphia,PA,5120 Oak St,29,Male,Other,2020,11,10,martes,2,madrugada,noviembre,Oak St
2022-08-29,08:16:18,Homicide,Phoenix,AZ,5582 Elm St,31,Other,Black,2022,8,29,lunes,8,mañana,agosto,Elm St
2023-06-14,02:52:56,Burglary,Houston,TX,8471 Oak St,61,Male,White,2023,6,14,miércoles,2,madrugada,junio,Oak St
2020-08-30,01:52:07,Robbery,San Jose,CA,5977 Main St,22,Other,Hispanic,2020,8,30,domingo,1,madrugada,agosto,Main St
2022-01-03,11:06:48,Burglary,New York,NY,7575 Main St,30,Female,Hispanic,2022,1,3,lunes,11,mañana,enero,Main St
2024-07-14,19:03:23,Drug Offense,Philadelphia,PA,5053 Pine St,78,Other,Asian,2024,7,14,domingo,19,noche,julio,Pine St
2025-02-10,15:31:14,Drug Offense,San Jose,CA,5003 Oak St,76,Male,White,2025,2,10,lunes,15,tarde,febrero,Oak St
2021-09-23,15:54:26,Fraud,New York,NY,1267 Pine St,70,Female,Other,2021,9,23,jueves,15,tarde,septiembre,Pine St
2024-06-04,05:14:24,Theft,San Jose,CA,9746 Elm St,85,Male,Hispanic,2024,6,4,martes,5,madrugada,junio,Elm St
2024-03-07,01:36:31,Arson,San Diego,CA,3467 Oak St,85,Other,White,2024,3,7,jueves,1,madrugada,marzo,Oak St
2021-04-27,01:31:58,Vandalism,Chicago,IL,4455 Elm St,52,Male,Other,2021,4,27,martes,1,madrugada,abril,Elm St
2021-10-29,10:06:57,Burglary,Phoenix,AZ,8203 Oak St,33,Female,Other,2021,10,29,viernes,10,mañana,octubre,Oak St
2021-10-25,19:55:40,Burglary,Houston,TX,1380 Oak St,22,Male,Black,2021,10,25,lunes,19,noche,octubre,Oak St
2022-12-18,05:08:56,Burglary,Houston,TX,8417 Maple Ave,74,Male,Asian,2022,12,18,domingo,5,madrugada,diciembre,Maple Ave
2024-10-11,09:24:41,Vandalism,New York,NY,9843 Main St,27,Non-binary,Black,2024,10,11,viernes,9,mañana,octubre,Main St
2022-03-24,22:03:46,Homicide,Philadelphia,PA,9272 Maple Ave,29,Male,Other,2022,3,24,jueves,22,noche,marzo,Maple Ave
2024-12-19,17:47:50,Domestic Violence,Chicago,IL,5906 Oak St,24,Other,Asian,2024,12,19,jueves,17,tarde,diciembre,Oak St
2024-07-06,00:49:24,Robbery,San Jose,CA,244 Maple Ave,71,Female,Hispanic,2024,7,6,sábado,0,madrugada,julio,Maple Ave
2023-02-11,16:36:44,Vandalism,New York,NY,1448 Maple Ave,28,Male,Asian,2023,2,11,sábado,16,tarde,febrero,Maple Ave
2021-05-01,01:31:19,Drug Offense,San Jose,CA,2815 Oak St,30,Female,White,2021,5,1,sábado,1,madrugada,mayo,Oak St
2024-08-02,04:36:22,Vandalism,San Diego,CA,1944 Maple Ave,19,Non-binary,Black,2024,8,2,viernes,4,madrugada,agosto,Maple Ave
2021-12-20,18:41:44,Domestic Violence,San Diego,CA,3820 Pine St,20,Other,Other,2021,12,20,lunes,18,noche,diciembre,Pine St
2021-02-24,06:08:06,Robbery,San Antonio,TX,242 Elm St,16,Non-binary,Asian,2021,2,24,miércoles,6,mañana,febrero,Elm St
2023-01-24,03:39:11,Theft,Dallas,TX,9362 Main St,47,Male,White,2023,1,24,martes,3,madrugada,enero,Main St
2021-02-04,00:39:35,Burglary,Dallas,TX,3026 Pine St,18,Non-binary,Black,2021,2,4,jueves,0,madrugada,febrero,Pine St
2024-11-04,16:16:07,Theft,San Antonio,TX,9955 Pine St,35,Non-binary,White,2024,11,4,lunes,16,tarde,noviembre,Pine St
2022-10-23,07:43:04,Theft,San Antonio,TX,4785 Main St,61,Other,Asian,2022,10,23,domingo,7,mañana,octubre,Main St
2021-08-13,11:44:20,Domestic Violence,San Diego,CA,5721 Maple Ave,62,Male,Hispanic,2021,8,13,viernes,11,mañana,agosto,Maple Ave
2025-04-21,18:31:27,Arson,Los Angeles,CA,5479 Maple Ave,43,Other,White,2025,4,21,lunes,18,noche,abril,Maple Ave
2021-05-11,01:38:28,Theft,New York,NY,5209 Pine St,67,Non-binary,Asian,2021,5,11,martes,1,madrugada,mayo,Pine St
2021-12-21,00:41:14,Vandalism,Los Angeles,CA,3966 Pine St,49,Non-binary,White,2021,12,21,martes,0,madrugada,diciembre,Pine St
2022-12-31,17:05:43,Homicide,Chicago,IL,8685 Pine St,72,Other,Black,2022,12,31,sábado,17,tarde,diciembre,Pine St
2021-04-24,03:46:51,Burglary,Dallas,TX,3183 Broadway,58,Other,Other,2021,4,24,sábado,3,madrugada,abril,Broadway
2022-09-26,04:32:24,Vandalism,Houston,TX,6718 Main St,66,Other,Asian,2022,9,26,lunes,4,madrugada,septiembre,Main St
2023-11-07,10:49:47,Burglary,Chicago,IL,7437 Main St,76,Female,Black,2023,11,7,martes,10,mañana,noviembre,Main St
2023-02-14,13:17:28,Robbery,Phoenix,AZ,9286 Elm St,72,Non-binary,Asian,2023,2,14,martes,13,tarde,febrero,Elm St
2021-03-01,00:33:05,Robbery,San Jose,CA,2535 Elm St,69,Other,Asian,2021,3,1,lunes,0,madrugada,marzo,Elm St
2022-01-24,20:35:40,Homicide,Chicago,IL,1695 Main St,40,Non-binary,Hispanic,2022,1,24,lunes,20,noche,enero,Main St
2025-07-05,23:14:55,Burglary,Los Angeles,CA,3414 Oak St,44,Female,White,2025,7,5,sábado,23,noche,julio,Oak St
2024-12-12,23:17:22,Domestic Violence,Los Angeles,CA,1502 Pine St,40,Other,Hispanic,2024,12,12,jueves,23,noche,diciembre,Pine St
2021-08-09,15:27:50,Arson,Houston,TX,842 Pine St,41,Male,Other,2021,8,9,lunes,15,tarde,agosto,Pine St
2025-05-23,21:42:49,Burglary,Phoenix,AZ,3722 Broadway,46,Other,White,2025,5,23,viernes,21,noche,mayo,Broadway
2023-07-09,06:05:33,Arson,Houston,TX,3709 Main St,16,Female,White,2023,7,9,domingo,6,mañana,julio,Main St
2022-08-24,20:54:06,Robbery,Phoenix,AZ,9192 Broadway,90,Other,Asian,2022,8,24,miércoles,20,noche,agosto,Broadway
2025-05-20,22:47:25,Domestic Violence,Dallas,TX,125 Pine St,68,Other,Other,2025,5,20,martes,22,noche,mayo,Pine St
2020-09-16,15:50:34,Drug Offense,San Diego,CA,872 Oak St,78,Male,Other,2020,9,16,miércoles,15,tarde,septiembre,Oak St
2025-03-06,09:23:20,Domestic Violence,Dallas,TX,3279 Pine St,84,Male,Hispanic,2025,3,6,jueves,9,mañana,marzo,Pine St
2020-10-27,11:54:15,Theft,Dallas,TX,7480 Broadway,84,Female,Asian,2020,10,27,martes,11,mañana,octubre,Broadway
2022-09-16,08:07:28,Domestic Violence,Los Angeles,CA,4511 Elm St,56,Other,Hispanic,2022,9,16,viernes,8,mañana,septiembre,Elm St
2024-11-18,04:37:05,Domestic Violence,New York,NY,2090 Oak St,15,Non-binary,Asian,2024,11,18,lunes,4,madrugada,noviembre,Oak St
2022-11-24,05:28:41,Arson,San Jose,CA,2555 Maple Ave,80,Male,Other,2022,11,24,jueves,5,madrugada,noviembre,Maple Ave
2022-01-28,02:54:33,Homicide,Houston,TX,5751 Elm St,32,Female,Black,2022,1,28,viernes,2,madrugada,enero,Elm St
2021-08-02,22:11:29,Arson,Dallas,TX,417 Elm St,84,Non-binary,Other,2021,8,2,lunes,22,noche,agosto,Elm St
2024-12-11,22:27:43,Domestic Violence,Los Angeles,CA,8265 Main St,13,Male,Other,2024,12,11,miércoles,22,noche,diciembre,Main St
2024-03-01,14:14:41,Vandalism,Phoenix,AZ,1625 Broadway,30,Female,Other,2024,3,1,viernes,14,tarde,marzo,Broadway
2024-07-20,10:56:34,Arson,New York,NY,906 Broadway,70,Male,White,2024,7,20,sábado,10,mañana,julio,Broadway
2023-05-03,09:05:47,Assault,New York,NY,9433 Pine St,68,Non-binary,Other,2023,5,3,miércoles,9,mañana,mayo,Pine St
